productora,revenue,nro_peliculas
Fairway International Pictures,3274.0,4
FunHouse Features,0.0,4
Jafar Panahi Film Productions,0.0,4
Trollhättan Film AB,25068100.0,4
Destro Films,88273.0,4
Fulcrum Media Finance,378388.0,4
Multimedia Est,20666.0,4
Critérion Film,0.0,4
Detailfilm,1587577.0,4
Same Player,14348529.0,4
Duea Film,0.0,4
Full House,0.0,4
Detalle Films,0.0,4
ProdigyMovies,0.0,4
Süddeutscher Rundfunk,85000000.0,4
Buena Vista Home Entertainment,380281282.0,4
Process Media,0.0,4
Emotion Pictures,929606.0,4
Isabella Films B.V.,17210884.0,4
Soficinéma 6,41424067.0,4
Eyescreen S.r.l.,58898703.0,4
NDF International,4109095.0,4
"Instituto do Cinema, Audiovisual e Multimédia (ICAM)",0.0,4
Traction Media,6511725.0,4
Insurge Pictures,163417151.0,4
Arenafilm,0.0,4
Lynda Obst Productions,823705722.0,4
Puppy Entertainment,0.0,4
Site B,0.0,4
Trans Atlantic Entertainment,29209961.0,4
Oriental Light and Magic,178007007.0,4
Trans World Entertainment (TWE),9229401.0,4
Fine & Mellow Productions,179943.0,4
Intermedia,194650628.0,4
Cabin Fever Entertainment,0.0,4
F.G. Film Productions,0.0,4
Instituto Português da Arte Cinematográfica e Audiovisual (IPACA),0.0,4
Instituto Mexicano de Cinematografía,0.0,4
CC Capital Arts Entertainment SRL,0.0,4
Spelling Films International,0.0,4
Oops Doughnuts Productions,46866014.0,4
MBP (Germany),0.0,4
Open Road Films (II),102123633.0,4
Arc Entertainment,3903479.0,4
TNT,9816332.0,4
Tornasol Films S.A.,0.0,4
Arc Productions,143832460.0,4
Arcade Pictures,83355856.0,4
NEST Family Entertainment,12100202.0,4
MA.JA.DE Fiction,0.0,4
Camera 40 Productions,0.0,4
Archer Street Productions,53776012.0,4
SBS Films,0.0,4
Institut Català de les Empreses Culturals (ICEC),14774286.0,4
Institut del Cinema Català (ICC),0.0,4
Delirium,0.0,4
F.O.D. Productions,0.0,4
Delphi Films,563228025.0,4
Original Media,5427864.0,4
Armada Films,52808082.0,4
Luiz Carlos Barreto Produções Cinematográficas,0.0,4
Inver Invest,0.0,4
CIP Filmproduktion GmbH,8894289.0,4
Spirit Dance Entertainment,0.0,4
Arnold Pressburger Films,0.0,4
Promark Entertainment Group,0.0,4
Österreichisches Filminstitut,36000000.0,4
Sydney Box Productions,834332.0,4
Soficinéma 5,0.0,4
Irish Film Industry,1614266.0,4
CEI Incom,0.0,4
Iron Horse Entertainment (II),495302511.0,4
Lowndes Productions Limited,0.0,4
Art & Industry,0.0,4
Prospect Park,167805466.0,4
Ízaro Films,0.0,4
Traverse Media,15000000.0,4
CR Enterprises,0.0,4
Lunar Films,23727301.0,4
Delphi IV Productions,24963469.0,4
Transfilm,11607080.0,4
Spier Films,42070000.0,4
International Film Investors,180668773.0,4
Final Cut for Real,777285.0,4
CP Medien AG,3646994.0,4
Ariztical Entertainment,0.0,4
CNN Films,494506.0,4
Lumière Pictures,38538611.0,4
FGM Entertainment,91652616.0,4
Filmédis,0.0,4
CMW Films,0.0,4
Senator Entertainment Co,382174.0,4
Tigielle 33,0.0,4
Hunnia Filmstúdió,66559.0,4
Hérodiade,21026290.0,4
Efish Entertainment,0.0,4
Thats Hollywood,0.0,4
A&E IndieFilms,0.0,4
Zagreb Film,0.0,4
Negativ,0.0,4
Sunrise Films,0.0,4
Addis Wechsler Pictures,21706101.0,4
Erato Films,0.0,4
Memento Films Production,13033814.0,4
National Lottery,5466622.0,4
HBO/Cinemax Documentary,3515061.0,4
Golden Princess Film Production Limited,4303351.0,4
HDNet Films,782102.0,4
The Bridge Finance Company,27139524.0,4
Roxbury,4958328.0,4
Enterprise Productions,0.0,4
The Canton Company,82576962.0,4
Gémini Films,0.0,4
Ad Vitam Production,0.0,4
Route One Entertainment,43604554.0,4
Rinkel Film,0.0,4
Mirovision,0.0,4
Metromedia Producers Corporation (MPC),0.0,4
Guest House Films,0.0,4
Metro-Goldwyn Pictures Corporation,0.0,4
Cinépix,0.0,4
Gulfstream Pictures,172029643.0,4
A-Pix Entertainment,0.0,4
dick clark productions,0.0,4
Goldkind Filmproduktion,0.0,4
Act III Communications,83145228.0,4
Messidor Films,0.0,4
Zazen Produções,63244882.0,4
Fox Filmes do Brasil,20152055.0,4
Gunslinger,0.0,4
Nibariki,245548157.0,4
HSX Films,690086.0,4
Cineproduzioni Daunia 70,0.0,4
Tatfilm,48058938.0,4
Schiwago Film,2750275.0,4
Sunchild Productions,0.0,4
Media Films,404075.0,4
Yong Film,2091287.0,4
Ruddy Morgan Productions,2420917.0,4
Cinema Plus,25196249.0,4
National Lottery through UK Film Council,14414920.0,4
Media Asia Film,95754655.0,4
Compagnie Cinématographique de France,0.0,4
Fork Films,0.0,4
Hard Eight Pictures,243721472.0,4
Gloucester Place Films,0.0,4
The Harvey Entertainment Company,287928194.0,4
Alan Sacks Productions,0.0,4
Sutjeska Film,0.0,4
Esparza / Katz Productions,85000000.0,4
Natural Nylon Entertainment,60815408.0,4
Yorktown Productions,31916077.0,4
Forward Films,42070000.0,4
Nintendo,318509397.0,4
The Collective,122178.0,4
Sociedad General de Cine (SOGECINE) S.A.,2628241.0,4
films A2,0.0,4
Hakuhodo,0.0,4
Agav Hafakot,0.0,4
Gold/Miller Productions,592710871.0,4
Agence Nationale pour la Cohésion Sociale et l'Egalité des Chances (ACSE),60765.0,4
Santana Pictures Corporation,0.0,4
Medienboard Berlin-Brandenburg GmbH,704.0,4
Yucaipa Films,336824974.0,4
Sobras International Pictures,13175129.0,4
The Department of Trade and Industry of South Africa,476819611.0,4
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,310053802.0,4
Mediaset,8371085.0,4
Hammer Films,0.0,4
Guardian Trust Company,22505475.0,4
Gruzia-Film,0.0,4
Newman/Tooley Films,314345045.0,4
Mimran Schur Pictures,32536833.0,4
France3 Cinéma,0.0,4
Roissy Films,0.0,4
New Century Producers,0.0,4
Teleimage,0.0,4
El Dorado Pictures,0.0,4
Gravitas Ventures,0.0,4
AR Films,54430613.0,4
New Crowned Hope,0.0,4
New Deal Productions,88829692.0,4
ARO Entertainment,0.0,4
Great Point Media,210165.0,4
Cloud Ten Pictures,0.0,4
cattleya,0.0,4
Mikona Productions GmbH & Co. KG,542148938.0,4
Mij Film Co.,0.0,4
Graniet Film BV,0.0,4
New Amsterdam Entertainment,102447930.0,4
Neon,3021345.0,4
Envision Entertainment Corporation,304576521.0,4
Ministère des Affaires Étrangères,0.0,4
Netter Productions,67036713.0,4
Cofinova 7,0.0,4
Cofinova 6,41424067.0,4
ABC Productions,0.0,4
Graal,0.0,4
Nepenthe Productions,8624450.0,4
Francoriz Production,119.0,4
Société de Développement des Entreprises Culturelles (SODEC),3432342.0,4
ADV Films,0.0,4
Neue Road Movies,14632860.0,4
Granada Entertainment,0.0,4
Gordon Bijelonic / Datari Turner Films,137637.0,4
AFC,0.0,4
AGS Entertainment,0.0,4
France 3 (FR3),0.0,4
Midsummer Films,0.0,4
Mezhrabpom-Rus,0.0,4
"Zespól Filmowy ""X""",0.0,4
New Yorker Films,0.0,4
Roast Beef Productions,101543.0,4
Roadside Attractions,3669465.0,4
Road Rebel,165685434.0,4
Michael London Productions,197445019.0,4
Group TAC,0.0,4
Tax Shelter ING Invest de Tax Shelter Productions,0.0,4
Road Movies Dritte Produktionen,0.0,4
Nelvana,0.0,4
Zentropa International Sweden,21818002.0,4
Citel Films,0.0,4
Citadel Entertainment,0.0,4
Terra Filmkunst,25.0,4
Fox West Pictures,0.0,4
Mezhrabpomfilm,0.0,4
Dacia Films,0.0,4
New World Television,0.0,4
Midnight Sun Pictures,57560825.0,4
Micheaux Film,0.0,4
Zinc Entertainment Inc.,500154.0,4
Rockwell Eyes,0.0,4
Clesi Cinematografica,0.0,4
ATO Pictures,5706903.0,4
Green/Epstein Productions,0.0,4
Middle Fork Productions,207878665.0,4
AXN,850259.0,4
Roth-Arnold Productions,208279819.0,4
Mid-America Pictures,0.0,4
Zhao Wei Films,0.0,4
Robert Wise Productions,320214286.0,4
Mirisch Films,1500000.0,4
Abbas Kiarostami Productions,105656.0,4
Société des Etablissements L. Gaumont,0.0,4
Goldwyn Pictures Corporation,0.0,4
Edith Film Oy,674918.0,4
Cinema Art,0.0,4
Centro Nacional Autónomo de Cinematografía,0.0,4
Noé Productions,0.0,4
AlphaVille Pictures Copenhagen,0.0,4
Southpaw Entertainment,80915411.0,4
Sandrew Metronome Distribution,0.0,4
Novo Arturo Films,850575.0,4
David Kirschner Productions,53431719.0,4
Alquimia Cinema,0.0,4
Now Films,0.0,4
Alta Films S.A.,0.0,4
Sound for Film,136187526.0,4
Check Entertainment,0.0,4
Raymond Stross Productions,0.0,4
Altar Productions,5450815.0,4
Screen East,771499.0,4
Hot Property Films,0.0,4
Sovereign Pictures,38894362.0,4
Sofica Soficinéma 4,19300483.0,4
S.F.P.C.,0.0,4
micro_scope,3396726.0,4
Rectangle Productions.,0.0,4
Chic Films,14016568.0,4
Allied Vision,34020653.0,4
Wunderbar Films,1600000.0,4
China Film Co.,2141599109.0,4
Alloy Entertainment,57808997.0,4
The Yomiuri Shimbun,187479518.0,4
Eurimages Council of Europe,0.0,4
Red Envelope Entertainment,622806.0,4
Almena Films,2312497.0,4
Enderby Entertainment,3003.0,4
Hochschule für Fernsehen und Film München (HFF),0.0,4
Mark Gordon Productions,1176383458.0,4
ChickFlick Productions,15119289.0,4
Theodora Productions,0.0,4
Hokkaido Broadcasting Co.,11212294.0,4
Subotica Entertainment,340911.0,4
Manitoba Film and Video Production Tax Credit,61312858.0,4
Chapter One Films,75560781.0,4
Amalgamated Productions,0.0,4
Mandarin Film,36988618.0,4
Hungarofilm,0.0,4
Mandarin Cinéma,880474.0,4
Content Media Corp.,0.0,4
DEJ Productions,98554069.0,4
American Cinema Productions,52448558.0,4
FlipZide Pictures,0.0,4
George Albert Smith Films,0.0,4
American Filmworks,27147059.0,4
Eurofilm Stúdió,7070330.0,4
American International Productions,36000000.0,4
Malibu Productions,0.0,4
Geoffrey Productions,74865517.0,4
Centro de Capacitación Cinematográfica (CCC),0.0,4
Rainbow Productions,21300000.0,4
Flavor Unit Entertainment,27320719.0,4
Rakontur,163000.0,4
Elkins Entertainment,0.0,4
Amasia Entertainment,68607072.0,4
Floren Shieh Productions,19613.0,4
Nuyorican Productions,52425855.0,4
Three T Productions,31893747.0,4
Huahua Media,794939836.0,4
Mangusta Productions,0.0,4
Amazon Prime Instant Video,297179207.0,4
Davis-Panzer Productions,28230405.0,4
Sofica Sofinergie 5,173921954.0,4
Threshold Animation Studios,0.0,4
Threshold Entertainment,173646487.0,4
Woolner Brothers Pictures Inc.,480000.0,4
Ambience Entertainment,74282042.0,4
Ramsay Productions,0.0,4
Screen Queensland,3000000.0,4
Amblin Television,0.0,4
Rampage Entertainment,10289.0,4
Marquis Productions,0.0,4
The Walt Disney Company,12890752.0,4
Wüste Film Ost,0.0,4
Enigma Pictures,0.0,4
Estudios Churubusco Azteca S.A.,0.0,4
Alebrije Cine y Video,0.0,4
Runteldat Entertainment,238683490.0,4
Compañía Iberoamericana de TV,312010.0,4
Headline Pictures,60754552.0,4
Remus,0.0,4
Mattel Entertainment,6272403.0,4
Nordisk Film Production,0.0,4
Cine Nomine,0.0,4
Cine Mosaic,519535.0,4
Compound B,0.0,4
Mate Producciones S.A.,3897799.0,4
Sci-Fi Channel,0.0,4
Nordisk Films Kompagni A/S,0.0,4
Eddie Saeta S.A.,0.0,4
Rundfunk Berlin-Brandenburg (RBB),0.0,4
Alcove Entertainment,200406.0,4
Compton Films,0.0,4
CineSon Entertainment,6670712.0,4
Maybach Film Productions,0.0,4
The Jacobson Company,125501401.0,4
Compagnie Internationale de Productions Cinématographiques (CIPRA),0.0,4
Cinelou Films,5960281.0,4
"Yellow, Black & White",4795807.0,4
Albert Zugsmith Productions,0.0,4
Foresight Features,0.0,4
Company Films,305404033.0,4
D.A. Films,458557.0,4
Cinecompany,0.0,4
Haven Entertainment,14453389.0,4
Cineclick Asia,94992007.0,4
Hawk Films,100046646.0,4
Globe Enterprises,0.0,4
Schweizer Fernsehen (FS),0.0,4
87Eleven,390655679.0,4
Gkids,32295392.0,4
Himenóptero,95247827.0,4
Maruti International,47000000.0,4
D & B Films Co. Ltd.,0.0,4
The Salt Company International,0.0,4
Redwave Films,266153383.0,4
Sveriges Television,0.0,4
Heyday films,2701826346.0,4
Chris Lee Productions,221699209.0,4
Eclectic pictures,413454.0,4
Région Midi-Pyrénées,0.0,4
Marshall Raboy Productions,0.0,4
Fondo de Inversión y Estímulos al Cine (FIDECINE),0.0,4
Région Provence Côte d'Azur,0.0,4
Highroad Productions,28900000.0,4
South Street Films,7496681.0,4
Red Mullet Productions,258263.0,4
5150 Action,506123350.0,4
Sveriges Radio,0.0,4
Herrick Entertainment,152944480.0,4
The Ontario Film Development Corporation,0.0,4
Herold Productions,24260989.0,4
Alia Films,0.0,4
Hemisphere Media Capital,1875266025.0,4
Concord Productions Inc.,175000000.0,4
Xstream Pictures,154120.0,4
Reggane Films,0.0,4
Regent Entertainment,0.0,4
Norsk Rikskringkasting (NRK),34664.0,4
National Filmi Oy,0.0,4
Norstar Entertainment,0.0,4
All Girl Productions,80244310.0,4
Herman Cohen Productions,0.0,4
Jerico,0.0,4
Xi'an Film Studio,0.0,4
Récifilms,0.0,4
South Pacific Pictures,48470330.0,4
Darkwoods Productions,379690446.0,4
Film 44,489910382.0,4
Tu Vas Voir Productions,16756372.0,4
Bethsabée Mucho,0.0,4
Paco Cinematografica,19255873.0,4
Play Art,0.0,4
Leverage Entertainment,274609655.0,4
Stark Raving Black Productions,0.0,4
Koan Films,64238440.0,4
StellaNova Film,0.0,4
Twentieth Century Fox Home Entertainment,0.0,4
Virgin,0.0,4
Doha Film Institute,2652067.0,4
Unstoppable Entertainment,1163967.0,4
Pop Movies,0.0,4
Brillstein Entertainment Partners,0.0,4
Twentieth Century Fox,240910399.0,4
VIP 4 Medienfonds,36124279.0,4
Pope Productions,431326.0,4
Walt Disney Company,333050345.0,4
Babieka,499186150.0,4
Téléma,0.0,4
Vicarious Entertainment,0.0,4
John Frankenheimer Productions Inc.,0.0,4
Pandastorm Pictures,788978.0,4
Unbound Feet Productions,0.0,4
Les Armateurs,8109160.0,4
Juonifilmi,0.0,4
Unapix Entertainment Productions,0.0,4
Unanimous Pictures,1835879.0,4
Bagdasarian Productions,1038262191.0,4
Kuukulgur Film,0.0,4
Laurel Entertainment,34000000.0,4
Panorama,402539.0,4
Playboy Productions,0.0,4
Pop Films,31728789.0,4
Bakshi Productions,15000000.0,4
BBC Arena,1814290.0,4
Les Films Pomereu,0.0,4
Universal Animation Studios,69834815.0,4
Beverly Detroit,189677440.0,4
Parallel Films,0.0,4
Sho Films,17387406.0,4
BBC Drama Productions,0.0,4
Baumgarten Management and Productions (BMP),43905124.0,4
Fennada-Film,0.0,4
JoBro Productions & Film Finance,24804129.0,4
British Film Company,37915971.0,4
Black Label Media,531440108.0,4
Pegaso Cinematografica,0.0,4
Keep Films,0.0,4
Beyond C.,0.0,4
Les Films d'Antoine,0.0,4
Dimension Extreme,0.0,4
Via Rosa Productions,312931870.0,4
U-Drive Productions,1042098191.0,4
Bigscope Films,0.0,4
Latina Pictures,1339384078.0,4
Vista Street Entertainment,0.0,4
Universal City Studios,106615545.0,4
Jörn Donner Productions,0.0,4
Bauer Martinez Studios,9576495.0,4
Labor Film,0.0,4
Baa-Ram-Ewe,15.0,4
Figaro,0.0,4
Fernando Trueba Producciones Cinematográficas,0.0,4
Palomar Pictures (I),0.0,4
Boxing Cat Films,370892636.0,4
Filmline International,76382.0,4
VIP 3 Medienfonds,75826330.0,4
Brad Krevoy Television,0.0,4
Kuzui Enterprises,16624456.0,4
Atlantic Swiss Productions,2236569.0,4
Ulrich Seidl Film Produktion GmbH,1209164.0,4
DiC Entertainment,0.0,4
Victorian Film,0.0,4
Kanoon,0.0,4
Plymptoons,0.0,4
Lightning Pictures,2459895.0,4
Les films du 24,0.0,4
Porkkana Ryhmä,0.0,4
Type 55 Films,500.0,4
Percept Picture Company,204.0,4
Universal Productions France S.A.,0.0,4
Kirghizfilm,0.0,4
Universal Pictures UK,0.0,4
Joseph M. Schenck Production,0.0,4
Les Productions du Champ Poirier,0.0,4
Vishesh Films,16000000.0,4
Barnholtz Entertainment,0.0,4
Benmar Productions,0.0,4
Wald/Krasna Productions,3550000.0,4
Bo Films,0.0,4
Perfect World Pictures,485313104.0,4
Possible Films,0.0,4
Stampede Entertainment,16589540.0,4
Vox3 Films,2277396.0,4
Sherwood Productions,144351494.0,4
La Banque Postale Image 3,0.0,4
Shady Acres Entertainment,748400244.0,4
B-Reel Feature Films,0.0,4
Star Partners II Ltd.,453227257.0,4
Biograf Jan Svěrák,23643050.0,4
Bioskop-Film GmbH,0.0,4
Les Cinémas de la Zone,249875.0,4
Birnbaum / Barber Productions,246247956.0,4
Type A Films,288648539.0,4
Vidhu Vinod Chopra Productions,70000000.0,4
Kôdansha,0.0,4
Playhouse International Pictures,1814290.0,4
Katalyst Films,354034244.0,4
Vans,0.0,4
Bert E. Friedlob Productions,0.0,4
Blue Sky Films,107649599.0,4
Palladium Productions,0.0,4
Jon Shestack Productions,263426699.0,4
Victor Entertainment,0.0,4
Page 114,26010419.0,4
Shine Pictures,107202179.0,4
Steel Mill Pictures,10811558.0,4
Augenschein Filmproduktion,0.0,4
Juno Pix,469649537.0,4
Starhaus Filmproduktion,0.0,4
Kasso Inc. Productions,0.0,4
Voodoo Production Services,1378.0,4
Pentagrama Films,5151936.0,4
Pain Unlimited GmbH Filmproduktion,57387633.0,4
Universidad del Cine,0.0,4
Vulcan Productions Inc.,7022209.0,4
VUFKU,0.0,4
Bob Swerer Productions,0.0,4
Kalima Productions GmbH & Co. KG,574739364.0,4
Vision International,9261216.0,4
Laurinfilm,95708457.0,4
Perlsea Company,0.0,4
Le Grisbi Productions,461997256.0,4
Blueeyes Productions,63100000.0,4
Palatine Étoile 12,530392.0,4
La Ferme! Productions,0.0,4
La Fabrique de Films,0.0,4
Dimension Pictures,0.0,4
Star Overseas,42776760.0,4
BBC Earth,126546518.0,4
Prettybird,56825.0,4
Kindai Eiga Kyokai,0.0,4
Vitamin A Films,0.0,4
UGC,0.0,4
Pine Thomas Productions,0.0,4
Bayerischer Banken-Fonds,0.0,4
Kreo Films FZ,11472454.0,4
Famous Films (II),23158092.0,4
Before the Door Pictures,37619829.0,4
Disruption Entertainment,1267801489.0,4
Starz Media,63800345.0,4
Krasnoff Foster Productions,75839315.0,4
Kerner Entertainment Company,1252367047.0,4
PeaceOut Productions,0.0,4
Viktorija Film,0.0,4
Laokoon Filmgroup,1777043.0,4
Athanor,0.0,4
Big Arty Productions,8176544.0,4
Bianca Film,0.0,4
Uzbekfilm,0.0,4
Bona Entertainment,0.0,4
Stick Figure Productions,0.0,4
Avex Entertainment,0.0,4
Keystone Film Company,0.0,4
BKM Film,0.0,4
Avnet/Kerner Productions,0.0,4
Les Films du Griffon,0.0,4
Pricel,75616818.0,4
WNET Channel 13 New York,0.0,4
Asylum,0.0,4
Starway International Inc.,7282851.0,4
Blonde Audiovisual Productions,0.0,4
Dry County Films,0.0,4
Left Turn Films,3401833.0,4
Urania Pictures S.r.l.,7034007.0,4
WMG Film,0.0,4
Blake Edwards,19577883.0,4
Phase 4 Films,2931387.0,4
Bazmark Films,727106616.0,4
Kim and Jim Productions,15385007.0,4
Boram Entertainment Inc.,15907569.0,4
Unidis,0.0,4
Paramount Home Entertainment,251775.0,4
KSS,0.0,4
Pitchblack Pictures Inc.,1469.0,4
Film Polski Film Agency,0.0,4
UniKorea Pictures,349899.0,4
Vertigo/Emotionfilm,0.0,4
Pathé Productions,0.0,4
Ventanarosa Productions,56298474.0,4
Double Nickel Entertainment,274177764.0,4
Keystone Entertainment,551281.0,4
BE TV,4100000.0,4
Les Productions La Fête Inc.,0.0,4
Les Films de l'Après-Midi,0.0,4
Kadokawa,490643.0,4
Shadow Theatre Films,0.0,4
Astral Films,3432342.0,4
Shochiku-Fuji Company,15447091.0,4
Beatrice Film,0.0,4
Shadow Shows,368428.0,4
BoulderLight Pictures,0.0,4
Brookstreet Pictures,0.0,4
Parabolic Pictures,78058344.0,4
Liaison Cinématographique,0.0,4
K2 SA,0.0,4
Left Bank Pictures,3759582.0,4
Sierra / Affinity,47271556.0,4
Paris Film Productions,0.0,4
WDR/Arte,0.0,4
K.G Productions,0.0,4
Atlantic Pictures,1406224.0,4
U.S. Army Signal Corps,0.0,4
Verona Produzione,38901218.0,4
Sigma Films,17355754.0,4
British Film-Makers,0.0,4
Polsky Films,10589102.0,4
BIG Pictures,0.0,4
Pearl Street Films,521329222.0,4
Stephanie Germain Productions,0.0,4
Vendian Entertainment,300509300.0,4
Les Films du Siècle,0.0,4
Kudos Film and Television,91150816.0,4
K5 Film,2152738.0,4
UGC PH,193211537.0,4
Beijing EE-Media Co.,126.0,4
Lefwander Kapitalförvaltning AB,0.0,4
Dickhouse Productions,216113849.0,4
Keystone Pictures,0.0,4
BBC Scotland,0.0,4
Menuet Producties,5475058.0,3
Zadan / Meron Productions,329365838.0,3
"Thank You, Brain! Productions",0.0,3
HB Filmes,0.0,3
Meridian Films,0.0,3
Cino del Duca,0.0,3
Zeta Audiovisual,0.0,3
Zanuck Independent,770706.0,3
Double Helix Films,0.0,3
Michael White Productions,118267564.0,3
Kouf/Bigelow Productions,232197913.0,3
Picture Perfect Corporation,9907002.0,3
Göta Film,8034.0,3
Eran Riklis Productions Ltd.,852336.0,3
Fox Animation Studios,176558982.0,3
Ciné Cinq,0.0,3
Rob Houwer Productions,0.0,3
Star Partners,107353715.0,3
Zanzibar Films,0.0,3
Four-Leaf Productions,0.0,3
Cinevox Filmproduktion GmbH,16283667.0,3
Mercury,25196249.0,3
Da Vinci Media Ventures,79891511.0,3
Lemon Sky Productions,1148752.0,3
Aashirvad Cinemas,14250547.0,3
Aascar Films,59500000.0,3
Big Kid Pictures,356857428.0,3
Zespół Filmowy TOR,0.0,3
Kitty Films,0.0,3
Adam Fields Productions,18370522.0,3
Tempo Productions Limited,0.0,3
Meridian Broadcasting Ltd,0.0,3
Abbolita Productions,353725.0,3
New Visions Pictures,54215416.0,3
Tempesta Films,3168562.0,3
Ada Films,3200000.0,3
The American Film Theatre,0.0,3
H2F Entertainment,158032435.0,3
Aaron Spelling Productions,64783827.0,3
Robert Goldstein Productions,0.0,3
Klas Film,105097.0,3
Zeynofilm,138730.0,3
Guru Dutt Films Pvt. Ltd.,0.0,3
Billy Jack Enterprises,0.0,3
Memory Tech,3800000.0,3
Newman-Foreman Company,0.0,3
Riviera Films,53447.0,3
Star Thrower Entertainment,184770205.0,3
Fever Dreams,0.0,3
Acajou Films,0.0,3
